   GoodVibes v3.2 2024/04/17 11:10:30
   Citation: Luchini, G.; Alegre-Requena, J. V.; Funes-Ardoiz, I.; Paton, R. S. F1000Research, 2020, 9, 291.
   GoodVibes version 3.2 DOI: 10.12688/f1000research.22758.1

o  Requested: --spc spc_nbo -c 1 --csv 

   Temperature = 298.15 Kelvin   Concentration = 1.0 mol/L
   All energetic values below shown in Hartree unless otherwise specified.

   Using vibrational scale factor 1.0 for PBE1PBE/6-31+G(d) level of theory

   Caution! Implicit solvation (SMD/CPCM) detected. Enthalpic and entropic terms cannot be safely separated. Use them at your own risk!

   Entropic quasi-harmonic treatment: frequency cut-off value of 100.0 wavenumbers will be applied.
   QS = Grimme: Using a mixture of RRHO and Free-rotor vibrational entropies.
   REF: Grimme, S. Chem. Eur. J. 2012, 18, 9955-9964

   Combining final single point energy with thermal corrections.

   Structure,E_SPC,E,ZPE,H_SPC,T.S,T.qh-S,G(T)_SPC,qh-G(T)_SPC,
o  E1b_reduced_censo_ensemble_clustered_conf_01_opt,-688.042615,-687.818165,0.248928,-687.778462,0.053721,0.052023,-687.832182,-687.830485,
o  E1b_reduced_censo_ensemble_clustered_conf_02_opt,-688.040106,-687.815494,0.248482,-687.776208,0.054362,0.052412,-687.830569,-687.828620,
o  E1b_reduced_censo_ensemble_clustered_conf_03_opt,-688.042613,-687.818165,0.248928,-687.778460,0.053720,0.052023,-687.832180,-687.830483,
o  E2a_inactive_censo_ensemble_clustered_conf_01_opt,-572.754176,-572.574863,0.205192,-572.536616,0.047584,0.046394,-572.584199,-572.583010,
o  E2a_inactive_censo_ensemble_clustered_conf_02_opt,-572.753705,-572.574270,0.205500,-572.535897,0.047282,0.046255,-572.583179,-572.582152,
o  E2a_pyridinium_censo_ensemble_clustered_conf_01_opt,-571.570162,-571.391729,0.182929,-571.375610,0.046026,0.044961,-571.421635,-571.420571,
o  E2a_reduced_censo_ensemble_clustered_conf_01_opt,-572.317895,-572.138526,0.192448,-572.113159,0.047809,0.046283,-572.160967,-572.159441,
o  E2b_inactive_censo_ensemble_clustered_conf_01_opt,-612.036178,-611.844556,0.233460,-611.788914,0.050561,0.049292,-611.839475,-611.838206,
o  E2b_inactive_censo_ensemble_clustered_conf_02_opt,-612.036418,-611.844866,0.233822,-611.788782,0.050900,0.049339,-611.839682,-611.838120,
o  E2b_inactive_censo_ensemble_clustered_conf_03_opt,-612.035527,-611.843787,0.233461,-611.788198,0.050943,0.049441,-611.839141,-611.837639,
o  E2b_inactive_censo_ensemble_clustered_conf_04_opt,-612.035746,-611.844146,0.233903,-611.788084,0.050587,0.049168,-611.838671,-611.837252,
o  E2b_pyridinium_censo_ensemble_clustered_conf_01_opt,-610.857724,-610.666793,0.210654,-610.633638,0.050179,0.048719,-610.683817,-610.682357,
o  E2b_reduced_censo_ensemble_clustered_conf_01_opt,-611.605094,-611.413408,0.220632,-611.370679,0.050775,0.049226,-611.421454,-611.419906,
o  E5a_inactive_censo_ensemble_clustered_conf_03_opt,-668.598378,-668.383909,0.208652,-668.376535,0.050001,0.048325,-668.426535,-668.424859,
o  E5a_pyridinium_censo_ensemble_clustered_conf_01_opt,-667.421507,-667.207857,0.186148,-667.222794,0.049213,0.047266,-667.272007,-667.270061,
o  E5a_reduced_censo_ensemble_clustered_conf_01_opt,-668.149240,-667.935396,0.195534,-667.940602,0.050041,0.048201,-667.990642,-667.988803,
o  E5b_inactive_censo_ensemble_clustered_conf_01_opt,-707.880881,-707.654305,0.236981,-707.629244,0.053257,0.051226,-707.682500,-707.680470,
o  E5b_inactive_censo_ensemble_clustered_conf_02_opt,-707.880979,-707.654301,0.236277,-707.629915,0.053615,0.051576,-707.683530,-707.681491,
o  E5b_inactive_censo_ensemble_clustered_conf_04_opt,-707.880160,-707.653362,0.236462,-707.628918,0.053744,0.051620,-707.682662,-707.680538,
o  E5b_inactive_censo_ensemble_clustered_conf_10_opt,-707.880149,-707.653487,0.237033,-707.628452,0.053508,0.051332,-707.681960,-707.679784,
o  E5b_pyridinium_censo_ensemble_clustered_conf_01_opt,-706.708237,-706.482177,0.213684,-706.480099,0.053938,0.051266,-706.534037,-706.531365,
o  E5b_reduced_censo_ensemble_clustered_conf_02_opt,-707.435878,-707.209733,0.223461,-707.197762,0.053232,0.051260,-707.250994,-707.249021,
o  E3a_inactive_censo_ensemble_clustered_conf_01_opt,-633.129128,-632.927354,0.244127,-632.870822,0.051967,0.050156,-632.922789,-632.920979,
o  E3a_inactive_censo_ensemble_clustered_conf_02_opt,-633.128545,-632.926694,0.244264,-632.870117,0.051859,0.050148,-632.921976,-632.920265,
o  E3a_inactive_censo_ensemble_clustered_conf_03_opt,-633.126898,-632.925320,0.244209,-632.868603,0.051892,0.049964,-632.920496,-632.918567,
o  E3a_inactive_censo_ensemble_clustered_conf_04_opt,-633.126273,-632.924624,0.244340,-632.867854,0.052013,0.050003,-632.919867,-632.917856,
o  E3a_pyridinium_censo_ensemble_clustered_conf_01_opt,-631.947262,-631.746478,0.221916,-631.711955,0.050419,0.048628,-631.762374,-631.760583,
o  E3a_pyridinium_censo_ensemble_clustered_conf_02_opt,-631.947362,-631.746528,0.222017,-631.711960,0.050608,0.048671,-631.762568,-631.760631,
o  E3a_reduced_censo_ensemble_clustered_conf_01_opt,-632.691184,-632.489860,0.231445,-632.445759,0.051478,0.049798,-632.497237,-632.495557,
o  E3a_reduced_censo_ensemble_clustered_conf_02_opt,-632.688168,-632.487159,0.231214,-632.443007,0.051489,0.049672,-632.494496,-632.492679,
o  E3b_inactive_censo_ensemble_clustered_conf_01_opt,-672.411041,-672.197010,0.272310,-672.123103,0.054991,0.053035,-672.178094,-672.176138,
o  E3b_inactive_censo_ensemble_clustered_conf_02_opt,-672.411212,-672.197286,0.272740,-672.122897,0.054891,0.052872,-672.177789,-672.175770,
o  E3b_inactive_censo_ensemble_clustered_conf_03_opt,-672.410316,-672.196144,0.272199,-672.122357,0.055902,0.053514,-672.178259,-672.175871,
o  E3b_inactive_censo_ensemble_clustered_conf_04_opt,-672.408806,-672.194951,0.271961,-672.121171,0.055352,0.053147,-672.176523,-672.174318,
o  E3b_inactive_censo_ensemble_clustered_conf_05_opt,-672.410572,-672.196539,0.273063,-672.122045,0.054516,0.052597,-672.176561,-672.174642,
o  E3b_inactive_censo_ensemble_clustered_conf_06_opt,-672.408917,-672.195176,0.272724,-672.120678,0.054814,0.052719,-672.175492,-672.173397,
o  E3b_inactive_censo_ensemble_clustered_conf_07_opt,-672.408113,-672.194146,0.272238,-672.120264,0.055167,0.053035,-672.175431,-672.173298,
o  E3b_inactive_censo_ensemble_clustered_conf_08_opt,-672.408309,-672.194472,0.272799,-672.120015,0.054816,0.052697,-672.174831,-672.172712,
o  E3b_pyridinium_censo_ensemble_clustered_conf_01_opt,-671.234383,-671.021174,0.249492,-670.969640,0.054620,0.052411,-671.024260,-671.022052,
o  E3b_pyridinium_censo_ensemble_clustered_conf_03_opt,-671.234396,-671.021137,0.249604,-670.969549,0.054569,0.052387,-671.024119,-671.021936,
o  E3b_reduced_censo_ensemble_clustered_conf_02_opt,-671.975392,-671.762023,0.259176,-671.700714,0.054654,0.052701,-671.755368,-671.753414,
o  E4a_inactive_censo_ensemble_clustered_conf_01_opt,-593.832358,-593.643164,0.215641,-593.603891,0.049017,0.047444,-593.652908,-593.651335,
o  E4a_inactive_censo_ensemble_clustered_conf_02_opt,-593.831862,-593.642569,0.216059,-593.603090,0.048455,0.047169,-593.651545,-593.650259,
o  E4a_pyridinium_censo_ensemble_clustered_conf_01_opt,-592.653151,-592.464768,0.193805,-592.447394,0.046981,0.045706,-592.494375,-592.493100,
o  E4a_pyridinium_censo_ensemble_clustered_conf_02_opt,-592.653413,-592.465017,0.193987,-592.447548,0.046605,0.045485,-592.494154,-592.493034,
o  E4a_reduced_censo_ensemble_clustered_conf_01_opt,-593.403371,-593.214502,0.203563,-593.187458,0.047738,0.046374,-593.235196,-593.233832,
o  E4a_reduced_censo_ensemble_clustered_conf_02_opt,-593.395754,-593.207181,0.203088,-593.180114,0.048506,0.046886,-593.228621,-593.227001,
o  E4b_inactive_censo_ensemble_clustered_conf_01_opt,-633.114352,-632.912868,0.244020,-632.856120,0.051732,0.050193,-632.907852,-632.906313,
o  E4b_inactive_censo_ensemble_clustered_conf_02_opt,-633.114557,-632.913170,0.244585,-632.855843,0.051550,0.049988,-632.907393,-632.905831,
o  E4b_inactive_censo_ensemble_clustered_conf_03_opt,-633.113681,-632.912083,0.244018,-632.855405,0.051993,0.050305,-632.907398,-632.905711,
o  E4b_inactive_censo_ensemble_clustered_conf_04_opt,-633.113846,-632.912390,0.244439,-632.855231,0.051775,0.050118,-632.907006,-632.905349,
o  E4b_pyridinium_censo_ensemble_clustered_conf_01_opt,-631.940463,-631.739615,0.221421,-631.705250,0.051321,0.049582,-631.756572,-631.754833,
o  E4b_pyridinium_censo_ensemble_clustered_conf_04_opt,-631.940698,-631.739816,0.221613,-631.705362,0.050917,0.049325,-631.756279,-631.754687,
o  E4b_reduced_censo_ensemble_clustered_conf_01_opt,-632.690705,-632.489554,0.231741,-632.445094,0.050846,0.049406,-632.495940,-632.494500,
o  E4b_reduced_censo_ensemble_clustered_conf_02_opt,-632.690705,-632.489554,0.231739,-632.445095,0.050847,0.049407,-632.495942,-632.494502,
o  E4b_reduced_censo_ensemble_clustered_conf_03_opt,-632.683145,-632.482268,0.231314,-632.437775,0.051503,0.049826,-632.489278,-632.487600,
o  E6a_inactive_censo_ensemble_clustered_conf_01_opt,-708.315074,-708.083336,0.250005,-708.049997,0.054311,0.052233,-708.104307,-708.102230,
o  E6a_inactive_censo_ensemble_clustered_conf_02_opt,-708.314715,-708.083080,0.249992,-708.049656,0.054270,0.052217,-708.103925,-708.101873,
o  E6a_inactive_censo_ensemble_clustered_conf_05_opt,-708.314555,-708.082769,0.250090,-708.049413,0.054097,0.052167,-708.103510,-708.101580,
o  E6a_inactive_censo_ensemble_clustered_conf_06_opt,-708.314127,-708.082411,0.249772,-708.049221,0.054616,0.052381,-708.103838,-708.101602,
o  E6a_pyridinium_censo_ensemble_clustered_conf_03_opt,-707.134151,-706.903349,0.228042,-706.891869,0.052210,0.050546,-706.944079,-706.942415,
o  E6a_pyridinium_censo_ensemble_clustered_conf_04_opt,-707.134136,-706.903280,0.227685,-706.892109,0.052828,0.050872,-706.944937,-706.942981,
o  E6a_reduced_censo_ensemble_clustered_conf_01_opt,-707.876233,-707.644842,0.237077,-707.624226,0.053999,0.051980,-707.678224,-707.676206,
o  E6a_reduced_censo_ensemble_clustered_conf_02_opt,-707.876024,-707.644804,0.237056,-707.624093,0.053672,0.051765,-707.677766,-707.675858,
o  E6b_inactive_censo_ensemble_clustered_conf_01_opt,-747.597056,-747.353054,0.278073,-747.302423,0.057398,0.055164,-747.359821,-747.357587,
o  E6b_inactive_censo_ensemble_clustered_conf_02_opt,-747.597195,-747.353314,0.278475,-747.302163,0.057744,0.055160,-747.359907,-747.357323,
o  E6b_inactive_censo_ensemble_clustered_conf_03_opt,-747.596665,-747.352739,0.278062,-747.302026,0.057531,0.055276,-747.359557,-747.357302,
o  E6b_inactive_censo_ensemble_clustered_conf_04_opt,-747.596894,-747.353074,0.278597,-747.301830,0.057246,0.054925,-747.359076,-747.356755,
o  E6b_inactive_censo_ensemble_clustered_conf_06_opt,-747.596429,-747.352461,0.278401,-747.301470,0.057598,0.055163,-747.359067,-747.356632,
o  E6b_inactive_censo_ensemble_clustered_conf_08_opt,-747.595954,-747.351954,0.277937,-747.301371,0.057971,0.055439,-747.359342,-747.356810,
o  E6b_inactive_censo_ensemble_clustered_conf_10_opt,-747.596311,-747.352187,0.277912,-747.301750,0.057757,0.055399,-747.359508,-747.357150,
o  E6b_pyridinium_censo_ensemble_clustered_conf_01_opt,-746.421202,-746.177950,0.255483,-746.149543,0.057081,0.054555,-746.206624,-746.204098,
o  E6b_pyridinium_censo_ensemble_clustered_conf_03_opt,-746.421248,-746.177981,0.255340,-746.149670,0.057351,0.054767,-746.207022,-746.204437,
o  E6b_reduced_censo_ensemble_clustered_conf_01_opt,-747.163352,-746.919641,0.264928,-746.881900,0.057248,0.055079,-746.939149,-746.936979,
o  E6b_reduced_censo_ensemble_clustered_conf_02_opt,-747.163146,-746.919578,0.265069,-746.881678,0.056709,0.054716,-746.938387,-746.936394,
o  E6b_reduced_censo_ensemble_clustered_conf_03_opt,-747.163353,-746.919641,0.264928,-746.881901,0.057257,0.055085,-746.939158,-746.936985,
o  E6b_reduced_censo_ensemble_clustered_conf_04_opt,-747.163145,-746.919578,0.265070,-746.881678,0.056702,0.054712,-746.938379,-746.936390,
o  J1a_inactive_censo_ensemble_clustered_conf_01_opt,-724.388050,-724.142464,0.237924,-724.135243,0.053267,0.051393,-724.188510,-724.186636,
o  J1a_inactive_censo_ensemble_clustered_conf_02_opt,-724.388005,-724.142418,0.237706,-724.135328,0.053646,0.051617,-724.188974,-724.186945,
o  J1a_inactive_censo_ensemble_clustered_conf_03_opt,-724.387651,-724.141994,0.237866,-724.134802,0.053650,0.051649,-724.188452,-724.186451,
o  J1a_inactive_censo_ensemble_clustered_conf_04_opt,-724.387387,-724.141675,0.237562,-724.134773,0.053910,0.051800,-724.188683,-724.186573,
o  J1a_inactive_censo_ensemble_clustered_conf_05_opt,-724.387528,-724.141807,0.238046,-724.134594,0.053218,0.051407,-724.187812,-724.186001,
o  J1a_inactive_censo_ensemble_clustered_conf_07_opt,-724.387065,-724.141319,0.237900,-724.134218,0.053293,0.051514,-724.187511,-724.185732,
o  J1a_inactive_censo_ensemble_clustered_conf_08_opt,-724.386714,-724.140860,0.238098,-724.133709,0.053214,0.051449,-724.186923,-724.185158,
o  J1a_pyridinium_censo_ensemble_clustered_conf_01_opt,-723.207238,-722.962373,0.215715,-722.977400,0.051528,0.049909,-723.028927,-723.027308,
o  J1a_pyridinium_censo_ensemble_clustered_conf_02_opt,-723.207294,-722.962329,0.215512,-722.977525,0.052224,0.050229,-723.029749,-723.027754,
o  J1a_pyridinium_censo_ensemble_clustered_conf_03_opt,-723.207270,-722.962318,0.215665,-722.977407,0.051967,0.050092,-723.029374,-723.027499,
o  J1a_pyridinium_censo_ensemble_clustered_conf_04_opt,-723.206822,-722.962030,0.215960,-722.976811,0.051339,0.049762,-723.028150,-723.026572,
o  J1a_pyridinium_censo_ensemble_clustered_conf_05_opt,-723.206819,-722.962013,0.215719,-722.976981,0.051530,0.049897,-723.028511,-723.026878,
o  J1a_pyridinium_censo_ensemble_clustered_conf_06_opt,-723.206760,-722.961889,0.215741,-722.976823,0.051927,0.050096,-723.028749,-723.026918,
o  J1a_reduced_censo_ensemble_clustered_conf_01_opt,-723.944550,-723.699708,0.225022,-723.704730,0.052964,0.051218,-723.757694,-723.755948,
o  J1b_inactive_censo_ensemble_clustered_conf_01_opt,-763.670027,-763.412180,0.265987,-763.387597,0.056784,0.054546,-763.444381,-763.442143,
o  J1b_inactive_censo_ensemble_clustered_conf_02_opt,-763.670088,-763.412286,0.265922,-763.387589,0.057627,0.054916,-763.445217,-763.442505,
o  J1b_inactive_censo_ensemble_clustered_conf_04_opt,-763.670069,-763.412293,0.266204,-763.387406,0.057059,0.054591,-763.444465,-763.441997,
o  J1b_inactive_censo_ensemble_clustered_conf_05_opt,-763.669655,-763.411758,0.266186,-763.387024,0.056696,0.054469,-763.443720,-763.441493,
o  J1b_inactive_censo_ensemble_clustered_conf_06_opt,-763.669380,-763.411370,0.265969,-763.386968,0.056719,0.054544,-763.443687,-763.441512,
o  J1b_inactive_censo_ensemble_clustered_conf_07_opt,-763.669457,-763.411468,0.266335,-763.386789,0.056209,0.054279,-763.442997,-763.441067,
o  J1b_inactive_censo_ensemble_clustered_conf_09_opt,-763.668466,-763.410336,0.265926,-763.386010,0.057051,0.054755,-763.443061,-763.440765,
o  J1b_inactive_censo_ensemble_clustered_conf_10_opt,-763.668842,-763.410818,0.266538,-763.385928,0.056671,0.054388,-763.442600,-763.440317,
o  J1b_pyridinium_censo_ensemble_clustered_conf_01_opt,-762.494232,-762.237014,0.243157,-762.234968,0.056406,0.054046,-762.291375,-762.289014,
o  J1b_pyridinium_censo_ensemble_clustered_conf_02_opt,-762.494267,-762.237010,0.242878,-762.235253,0.056593,0.054129,-762.291846,-762.289382,
o  J1b_pyridinium_censo_ensemble_clustered_conf_03_opt,-762.494266,-762.237045,0.243293,-762.234934,0.056304,0.053922,-762.291238,-762.288856,
o  J1b_pyridinium_censo_ensemble_clustered_conf_05_opt,-762.494212,-762.237003,0.243364,-762.234838,0.056079,0.053834,-762.290917,-762.288672,
o  J1b_pyridinium_censo_ensemble_clustered_conf_06_opt,-762.493858,-762.236689,0.243422,-762.234434,0.056034,0.053804,-762.290467,-762.288238,
o  J1b_pyridinium_censo_ensemble_clustered_conf_07_opt,-762.493878,-762.236687,0.243236,-762.234559,0.056263,0.053970,-762.290822,-762.288529,
o  J1b_reduced_censo_ensemble_clustered_conf_01_opt,-763.231470,-762.974325,0.252537,-762.962359,0.056873,0.054782,-763.019232,-763.017141,
o  J2a_inactive_censo_ensemble_clustered_conf_01_opt,-647.945726,-647.733214,0.209108,-647.723038,0.050487,0.048859,-647.773525,-647.771897,
o  J2a_inactive_censo_ensemble_clustered_conf_03_opt,-647.945183,-647.732569,0.209689,-647.722090,0.049716,0.048459,-647.771806,-647.770548,
o  J2a_inactive_censo_ensemble_clustered_conf_04_opt,-647.945120,-647.732482,0.209383,-647.722272,0.049904,0.048582,-647.772175,-647.770853,
o  J2a_pyridinium_censo_ensemble_clustered_conf_01_opt,-646.761670,-646.550033,0.186798,-646.562035,0.048811,0.047380,-646.610846,-646.609415,
o  J2a_pyridinium_censo_ensemble_clustered_conf_02_opt,-646.761645,-646.550022,0.186962,-646.561907,0.048619,0.047253,-646.610526,-646.609160,
o  J2a_reduced_censo_ensemble_clustered_conf_01_opt,-647.506998,-647.294876,0.196097,-647.297338,0.050777,0.048872,-647.348115,-647.346210,
o  J2a_reduced_censo_ensemble_clustered_conf_02_opt,-647.506969,-647.294853,0.196123,-647.297274,0.050734,0.048868,-647.348007,-647.346142,
o  J2a_reduced_censo_ensemble_clustered_conf_03_opt,-647.506999,-647.294876,0.196097,-647.297338,0.050778,0.048873,-647.348117,-647.346212,
o  J2a_reduced_censo_ensemble_clustered_conf_04_opt,-647.506971,-647.294853,0.196124,-647.297274,0.050738,0.048870,-647.348012,-647.346145,
o  J2b_inactive_censo_ensemble_clustered_conf_01_opt,-687.227621,-687.002830,0.237508,-686.975134,0.053337,0.051666,-687.028470,-687.026800,
o  J2b_inactive_censo_ensemble_clustered_conf_03_opt,-687.227915,-687.003181,0.237998,-686.975007,0.053141,0.051453,-687.028148,-687.026460,
o  J2b_inactive_censo_ensemble_clustered_conf_04_opt,-687.227884,-687.003143,0.237720,-686.975169,0.053428,0.051637,-687.028598,-687.026807,
o  J2b_inactive_censo_ensemble_clustered_conf_05_opt,-687.226947,-687.002037,0.237274,-686.974599,0.053872,0.051937,-687.028472,-687.026537,
o  J2b_inactive_censo_ensemble_clustered_conf_06_opt,-687.227180,-687.002367,0.237893,-686.974354,0.053218,0.051529,-687.027572,-687.025883,
o  J2b_inactive_censo_ensemble_clustered_conf_07_opt,-687.226960,-687.002048,0.237451,-686.974513,0.053615,0.051762,-687.028128,-687.026275,
o  J2b_inactive_censo_ensemble_clustered_conf_08_opt,-687.227232,-687.002447,0.238118,-686.974262,0.052982,0.051364,-687.027243,-687.025626,
o  J2b_pyridinium_censo_ensemble_clustered_conf_01_opt,-686.049234,-685.825153,0.214929,-685.819809,0.052271,0.050798,-685.872080,-685.870607,
o  J2b_reduced_censo_ensemble_clustered_conf_01_opt,-686.794147,-686.569713,0.224414,-686.554711,0.053600,0.051713,-686.608311,-686.606423,
o  J2b_reduced_censo_ensemble_clustered_conf_02_opt,-686.794159,-686.569713,0.224356,-686.554777,0.053613,0.051719,-686.608390,-686.606495,
o  J5a_inactive_censo_ensemble_clustered_conf_01_opt,-743.790324,-743.542825,0.212421,-743.563567,0.052433,0.050578,-743.616000,-743.614145,
o  J5a_inactive_censo_ensemble_clustered_conf_07_opt,-743.789515,-743.541911,0.212370,-743.562698,0.053086,0.050924,-743.615784,-743.613622,
o  J5a_pyridinium_censo_ensemble_clustered_conf_01_opt,-742.612690,-742.365892,0.190011,-742.408955,0.051537,0.049470,-742.460492,-742.458425,
o  J5a_pyridinium_censo_ensemble_clustered_conf_04_opt,-742.612645,-742.365842,0.190114,-742.408812,0.052117,0.049686,-742.460929,-742.458498,
o  J5a_reduced_censo_ensemble_clustered_conf_01_opt,-743.337698,-743.091226,0.199440,-743.123959,0.052973,0.050708,-743.176932,-743.174666,
o  J5a_reduced_censo_ensemble_clustered_conf_02_opt,-743.337645,-743.091166,0.199399,-743.123924,0.053164,0.050803,-743.177088,-743.174727,
o  J5b_inactive_censo_ensemble_clustered_conf_01_opt,-783.072142,-782.812422,0.240754,-782.815471,0.056325,0.053802,-782.871796,-782.869273,
o  J5b_inactive_censo_ensemble_clustered_conf_02_opt,-783.072344,-782.812546,0.240610,-782.815920,0.055718,0.053572,-782.871638,-782.869492,
o  J5b_inactive_censo_ensemble_clustered_conf_03_opt,-783.072099,-782.812401,0.240978,-782.815287,0.055923,0.053578,-782.871210,-782.868865,
o  J5b_inactive_censo_ensemble_clustered_conf_10_opt,-783.071347,-782.811555,0.240918,-782.814625,0.055717,0.053508,-782.870342,-782.868133,
o  J5b_pyridinium_censo_ensemble_clustered_conf_01_opt,-781.899437,-781.640275,0.217700,-781.666198,0.055972,0.053332,-781.722170,-781.719531,
o  J5b_pyridinium_censo_ensemble_clustered_conf_03_opt,-781.899411,-781.640273,0.217954,-781.665992,0.055768,0.053173,-781.721760,-781.719165,
o  J5b_reduced_censo_ensemble_clustered_conf_01_opt,-782.624316,-782.365570,0.227447,-782.381027,0.055809,0.053616,-782.436836,-782.434643,
o  J3a_inactive_censo_ensemble_clustered_conf_01_opt,-708.320468,-708.085548,0.247989,-708.057103,0.054969,0.052642,-708.112072,-708.109745,
o  J3a_inactive_censo_ensemble_clustered_conf_02_opt,-708.318244,-708.083525,0.247960,-708.055001,0.054560,0.052363,-708.109562,-708.107365,
o  J3a_inactive_censo_ensemble_clustered_conf_03_opt,-708.318193,-708.083475,0.247754,-708.055072,0.054959,0.052594,-708.110031,-708.107666,
o  J3a_inactive_censo_ensemble_clustered_conf_04_opt,-708.319859,-708.084841,0.248074,-708.056391,0.054799,0.052647,-708.111190,-708.109037,
o  J3a_inactive_censo_ensemble_clustered_conf_06_opt,-708.317644,-708.082832,0.248148,-708.054231,0.054592,0.052344,-708.108823,-708.106575,
o  J3a_pyridinium_censo_ensemble_clustered_conf_01_opt,-707.138620,-706.904647,0.225575,-706.898382,0.053634,0.051256,-706.952016,-706.949639,
o  J3a_pyridinium_censo_ensemble_clustered_conf_02_opt,-707.138606,-706.904638,0.225921,-706.898159,0.052993,0.050863,-706.951152,-706.949022,
o  J3a_pyridinium_censo_ensemble_clustered_conf_03_opt,-707.138617,-706.904592,0.225722,-706.898260,0.053981,0.051385,-706.952242,-706.949646,
o  J3a_reduced_censo_ensemble_clustered_conf_01_opt,-707.880377,-707.646291,0.235237,-707.629943,0.054166,0.052236,-707.684109,-707.682179,
o  J3a_reduced_censo_ensemble_clustered_conf_02_opt,-707.877344,-707.643580,0.235231,-707.627030,0.053854,0.051925,-707.680884,-707.678955,
o  J3a_reduced_censo_ensemble_clustered_conf_03_opt,-707.877298,-707.643539,0.235175,-707.627011,0.053920,0.051978,-707.680932,-707.678989,
o  J3b_inactive_censo_ensemble_clustered_conf_01_opt,-747.602498,-747.355307,0.276243,-747.309472,0.057591,0.055332,-747.367064,-747.364805,
o  J3b_inactive_censo_ensemble_clustered_conf_02_opt,-747.602575,-747.355449,0.276491,-747.309262,0.057957,0.055391,-747.367219,-747.364653,
o  J3b_inactive_censo_ensemble_clustered_conf_03_opt,-747.600228,-747.353252,0.276127,-747.307360,0.057575,0.055213,-747.364934,-747.362573,
o  J3b_inactive_censo_ensemble_clustered_conf_04_opt,-747.600225,-747.353254,0.276186,-747.307342,0.057360,0.055090,-747.364702,-747.362432,
o  J3b_inactive_censo_ensemble_clustered_conf_05_opt,-747.600239,-747.353331,0.276293,-747.307094,0.058359,0.055536,-747.365453,-747.362631,
o  J3b_inactive_censo_ensemble_clustered_conf_06_opt,-747.600224,-747.353340,0.276557,-747.306916,0.057902,0.055273,-747.364817,-747.362189,
o  J3b_inactive_censo_ensemble_clustered_conf_07_opt,-747.601717,-747.354384,0.276561,-747.308474,0.057053,0.055074,-747.365527,-747.363548,
o  J3b_inactive_censo_ensemble_clustered_conf_08_opt,-747.601902,-747.354723,0.276881,-747.308350,0.057251,0.055049,-747.365601,-747.363400,
o  J3b_inactive_censo_ensemble_clustered_conf_09_opt,-747.599625,-747.352626,0.276652,-747.306337,0.057125,0.054893,-747.363462,-747.361230,
o  J3b_inactive_censo_ensemble_clustered_conf_10_opt,-747.599478,-747.352344,0.276125,-747.306549,0.057976,0.055446,-747.364526,-747.361995,
o  J3b_pyridinium_censo_ensemble_clustered_conf_01_opt,-746.425705,-746.179334,0.253233,-746.156019,0.057607,0.054891,-746.213626,-746.210910,
o  J3b_pyridinium_censo_ensemble_clustered_conf_02_opt,-746.425705,-746.179334,0.253234,-746.156019,0.057605,0.054891,-746.213623,-746.210909,
o  J3b_pyridinium_censo_ensemble_clustered_conf_03_opt,-746.425697,-746.179350,0.253499,-746.155815,0.057498,0.054776,-746.213313,-746.210591,
o  J3b_pyridinium_censo_ensemble_clustered_conf_04_opt,-746.425730,-746.179331,0.253718,-746.155708,0.056987,0.054473,-746.212694,-746.210181,
o  J3b_pyridinium_censo_ensemble_clustered_conf_05_opt,-746.425722,-746.179295,0.253409,-746.155943,0.057039,0.054578,-746.212981,-746.210520,
o  J3b_reduced_censo_ensemble_clustered_conf_02_opt,-747.164570,-746.918463,0.263068,-746.884786,0.057365,0.055117,-746.942152,-746.939903,
o  J4a_inactive_censo_ensemble_clustered_conf_01_opt,-669.028734,-668.806179,0.220467,-668.794601,0.050445,0.049005,-668.845046,-668.843606,
o  J4a_inactive_censo_ensemble_clustered_conf_02_opt,-669.028701,-668.806166,0.220307,-668.794671,0.050574,0.049103,-668.845245,-668.843774,
o  J4a_inactive_censo_ensemble_clustered_conf_03_opt,-669.028216,-668.805578,0.220746,-668.793882,0.050051,0.048838,-668.843932,-668.842720,
o  J4a_inactive_censo_ensemble_clustered_conf_04_opt,-669.023811,-668.801465,0.219571,-668.790256,0.051479,0.049733,-668.841735,-668.839989,
o  J4a_inactive_censo_ensemble_clustered_conf_05_opt,-669.023765,-668.801441,0.219556,-668.790208,0.051638,0.049784,-668.841846,-668.839992,
o  J4a_inactive_censo_ensemble_clustered_conf_06_opt,-669.023273,-668.800818,0.220144,-668.789303,0.050899,0.049393,-668.840202,-668.838696,
o  J4a_inactive_censo_ensemble_clustered_conf_07_opt,-669.023215,-668.800745,0.219936,-668.789409,0.051030,0.049485,-668.840439,-668.838894,
o  J4a_pyridinium_censo_ensemble_clustered_conf_01_opt,-667.844603,-667.623024,0.197542,-667.633906,0.049581,0.048078,-667.683487,-667.681984,
o  J4a_pyridinium_censo_ensemble_clustered_conf_02_opt,-667.844576,-667.623015,0.197814,-667.633688,0.049392,0.047927,-667.683079,-667.681615,
o  J4a_pyridinium_censo_ensemble_clustered_conf_03_opt,-667.844881,-667.623285,0.197770,-667.633999,0.049487,0.047972,-667.683486,-667.681971,
o  J4a_reduced_censo_ensemble_clustered_conf_01_opt,-668.592765,-668.371139,0.207394,-668.371803,0.050486,0.048835,-668.422289,-668.420638,
